Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"50,00$-$1000","70,00$-$1000","75,67$-$912","55,33$-$1000",S
"92,50$-$1000","71,25$-$1000","74,00$-$949","84,67$-$944",H
"97,50$-$1000","80,00$-$1000","68,33$-$983","65,33$-$995",HQ
"97,50$-$1000","87,50$-$1000","84,33$-$852","92,67$-$851",HQEX
