Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"6,00$-$6,00$-$0,10","10,25$-$8,00$-$5,36","62,35$-$49,00$-$44,84","32,11$-$25,00$-$25,42",S
"6,33$-$6,00$-$1,10","11,43$-$9,00$-$6,67","56,71$-$46,00$-$42,51","55,30$-$42,00$-$42,28",H
"10,97$-$9,00$-$6,73","13,89$-$11,00$-$9,01","42,92$-$32,00$-$35,16","37,73$-$28,00$-$31,21",HQ
"10,54$-$9,00$-$6,13","15,02$-$12,00$-$10,67","66,46$-$56,00$-$46,54","67,67$-$57,00$-$46,40",HQEX
