Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"0,58$-$0,65$-$0,49","2,10$-$2,25$-$0,37","2,54$-$2,58$-$0,12","2,46$-$2,58$-$0,18",S
"2,35$-$2,25$-$0,25","2,41$-$2,58$-$0,23","2,56$-$2,58$-$0,08","2,53$-$2,58$-$0,12",H
"2,41$-$2,58$-$0,24","2,47$-$2,58$-$0,18","2,52$-$2,58$-$0,14","2,53$-$2,58$-$0,13",HQ
"2,39$-$2,58$-$0,24","2,47$-$2,58$-$0,18","2,56$-$2,58$-$0,09","2,55$-$2,58$-$0,10",HQEX
