#{"t_start": 1668602977.8377607, "env_id": null}
r,l,t
-2.3,23,1.07475
7.482359,6,1.511699
-2.1,21,2.419728
7.382359,7,2.897191
7.082359,10,3.465595
-2.1,21,4.366284
-2.2,22,5.304922
-2.2,22,6.246
6.082359,20,7.220766
-2.4,24,8.218287
-2.2,22,9.167722
-2.2,22,10.180188
5.982359,21,11.177744
-2.2,22,12.098123
5.882359,22,13.126659
-2.3,23,14.103106
-2.2,22,15.055907
-2.2,22,16.005699
-2.2,22,16.971982
-2.1,21,17.889392
-2.1,21,18.779227
-2.2,22,19.705057
6.782359,13,20.401621
-2.2,22,21.360787
5.982359,21,22.337209
-2.2,22,23.277891
0.229086,9,23.80732
-2.2,22,24.747734
-2.3,23,25.736321
-2.2,22,26.648153
-2.2,22,27.596481
-2.2,22,28.549824
-2.1,21,29.460808
-2.3,23,30.430834
-2.1,21,31.346424
-2.2,22,32.315373
-2.4,24,33.310302
-2.1,21,34.216207
7.282359,8,34.72567
-2.2,22,35.689332
-2.1,21,36.682547
-2.3,23,37.662208
-2.5,25,38.711736
-2.1,21,39.598528
-2.6,26,40.654171
-2.1,21,41.561671
-2.1,21,42.454071
-2.3,23,43.423935
7.482359,6,43.853932
-2.1,21,44.797176
-2.1,21,45.711997
-2.1,21,46.620083
-2.4,24,47.637849
6.382359,17,48.487924
-2.2,22,49.422627
6.782359,13,50.08996
-2.2,22,51.008188
-2.6,26,52.100194
-2.3,23,53.08338
-2.1,21,53.976806
-2.3,23,54.973961
-2.2,22,55.907332
-2.1,21,56.808461
-2.4,24,57.835023
-2.2,22,58.775266
6.482359,16,59.571463
-2.5,25,60.601186
6.782359,13,61.285755
-2.2,22,62.250892
-2.3,23,63.240045
6.382359,17,64.062129
6.382359,17,64.893894
-2.2,22,65.825577
-2.2,22,66.756081
-2.2,22,67.683485
-2.3,23,68.652314
6.482359,16,69.465837
-2.1,21,70.386408
5.982359,21,71.356216
-2.1,21,72.273961
-2.3,23,73.246009
-2.3,23,74.240694
-2.1,21,75.15975
-2.1,21,76.097259
-2.3,23,77.062653
-2.2,22,78.001985
-2.2,22,78.948093
-2.1,21,79.838648
-2.2,22,80.775827
-2.2,22,81.730847
-0.670914,18,82.607478
-2.2,22,83.550952
7.382359,7,84.015607
-2.1,21,84.9062
-2.2,22,85.836782
7.182359,9,86.383753
-2.2,22,87.345266
-2.3,23,88.332327
-2.2,22,89.310731
-2.1,21,90.195375
-0.070914,12,90.845729
-2.2,22,91.75932
-0.270914,14,92.487421
-2.6,26,93.546986
-2.3,23,94.517055
0.529086,6,94.955476
6.182359,19,95.850689
-2.1,21,96.778879
-2.3,23,97.745311
-2.1,21,98.646079
6.282359,18,99.485515
-2.2,22,100.449654
6.482359,16,101.234018
-2.5,25,102.271815
-2.4,24,103.284729
6.182359,19,104.174047
6.282359,18,105.024026
6.182359,19,105.923142
-0.270914,14,106.634608
-0.370914,15,107.383568
-2.1,21,108.296044
-2.1,21,109.208344
-2.1,21,110.168797
-2.1,21,111.067047
-2.3,23,112.034738
-2.1,21,112.931118
-2.4,24,113.93648
-2.3,23,114.908266
-2.2,22,115.872616
6.582359,15,116.667096
-2.4,24,117.664292
-2.1,21,118.561637
-2.3,23,119.531327
-2.2,22,120.499005
7.182359,9,121.038785
5.682359,24,122.113547
6.682359,14,122.826692
-9.521218,21,123.823213
-2.1,21,124.752494
-2.3,23,125.738611
-2.3,23,126.732784
6.882359,12,127.396641
6.982359,11,127.99383
-2.3,23,128.981465
-2.2,22,129.93622
-2.1,21,130.829867
-2.2,22,131.759341
-2.1,21,132.661407
5.982359,21,133.669639
7.082359,10,134.233224
7.282359,8,134.72969
-2.3,23,135.728003
-0.170914,13,136.41165
-2.3,23,137.366107
-2.2,22,138.309045
5.982359,21,139.309591
-2.3,23,140.289962
6.882359,12,140.951656
-0.770914,19,141.853688
-2.1,21,142.771652
-2.2,22,143.72215
-2.1,21,144.634281
-0.270914,14,145.356561
-2.1,21,146.272664
-2.2,22,147.205911
-2.4,24,148.213413
-2.4,24,149.225965
-2.3,23,150.196594
-2.1,21,151.125895
-2.2,22,152.059636
7.382359,7,152.525616
-2.1,21,153.419097
-2.5,25,154.456176
-2.2,22,155.38904
-2.1,21,156.35623
6.382359,17,157.216295
6.082359,20,158.160564
-2.1,21,159.077206
-0.170914,13,159.757952
7.482359,6,160.181103
-2.3,23,161.172577
-2.3,23,162.17709
-2.1,21,163.087701
7.082359,10,163.654646
-2.5,25,164.687074
-2.1,21,165.571597
-2.2,22,166.507237
7.182359,9,167.058175
-2.4,24,168.065806
-2.3,23,169.044041
-2.1,21,169.960594
-2.2,22,170.900279
-2.3,23,171.867438
6.182359,19,172.7628
-2.2,22,173.712592
6.982359,11,174.332016
-2.3,23,175.294018
-2.3,23,176.271402
-2.2,22,177.226814
-2.1,21,178.142868
-2.1,21,179.046227
-2.1,21,179.971409
6.582359,15,180.718748
-2.1,21,181.654402
-2.2,22,182.598207
6.982359,11,183.192492
-2.2,22,184.145338
7.082359,10,184.715032
-2.3,23,185.696156
-2.2,22,186.608853
-2.1,21,187.537053
-2.1,21,188.450223
-2.3,23,189.445399
6.382359,17,190.273398
-2.3,23,191.219047
-2.7,27,192.329004
7.482359,6,192.760707
-2.2,22,193.728207
6.782359,13,194.406451
-2.1,21,195.325079
-2.3,23,196.271179
-2.1,21,197.165064
-2.3,23,198.116578
5.982359,21,199.103475
-2.3,23,200.128062
5.882359,22,201.162827
-2.1,21,202.098789
6.482359,16,202.896359
-2.1,21,203.78121
5.982359,21,204.76021
-2.2,22,205.693965
-2.4,24,206.753629
-2.1,21,207.638197
-2.5,25,208.670407
-2.3,23,209.632848
-2.1,21,210.528299
-2.1,21,211.420432
-2.1,21,212.328099
-2.1,21,213.195285
0.329086,8,213.695173
-2.2,22,214.629554
-2.3,23,215.617553
-2.3,23,216.643006
-2.3,23,217.631808
-2.5,25,218.685849
6.282359,18,219.568509
-2.2,22,220.512631
-2.1,21,221.417845
6.882359,12,222.083161
-2.1,21,222.990722
7.182359,9,223.533844
6.082359,20,224.469479
6.782359,13,225.144256
6.682359,14,225.845844
-2.1,21,226.730498
-0.970914,21,227.703687
-2.1,21,228.682533
-2.1,21,229.598816
6.682359,14,230.349304
7.282359,8,230.863744
6.482359,16,231.645771
-2.3,23,232.597898
7.482359,6,233.033585
0.029086,11,233.644332
-2.1,21,234.572309
-2.1,21,235.458787
-2.4,24,236.457379
-2.1,21,237.348124
-2.3,23,238.317615
-2.3,23,239.28511
-2.2,22,240.231928
-2.1,21,241.148575
-2.3,23,242.134842
-2.2,22,243.093165
6.482359,16,243.895425
-2.2,22,244.829591
7.482359,6,245.264711
-2.2,22,246.208112
-2.2,22,247.136358
5.682359,24,248.230798
7.382359,7,248.697546
-0.970914,21,249.67277
-2.2,22,250.591691
-2.4,24,251.588665
-2.4,24,252.591748
6.382359,17,253.402045
6.482359,16,254.171114
-2.3,23,255.109959
-2.2,22,256.030851
-0.570914,17,256.868649
7.082359,10,257.431865
-2.5,25,258.470791
-2.3,23,259.476729
-2.1,21,260.373178
6.182359,19,261.274441
-2.1,21,262.180903
7.482359,6,262.609463
6.782359,13,263.279571
6.682359,14,263.971555
-2.2,22,264.91522
7.082359,10,265.500875
-2.1,21,266.381385
-2.2,22,267.310154
-2.3,23,268.25223
6.182359,19,269.183364
-2.3,23,270.132598
-2.1,21,271.0392
-2.1,21,271.920274
-2.1,21,272.839924
-2.2,22,273.792246
7.182359,9,274.328832
-2.3,23,275.296995
-2.1,21,276.224673
-2.3,23,277.178935
6.282359,18,278.048751
6.182359,19,278.967248
0.029086,11,279.56607
-2.3,23,280.546955
-0.070914,12,281.206226
6.882359,12,281.866388
6.782359,13,282.561913
-2.1,21,283.473672
-2.4,24,284.467035
-2.2,22,285.391652
6.682359,14,286.105705
-2.2,22,287.052349
-2.2,22,287.983667
-2.2,22,288.931622
-2.2,22,289.880096
6.582359,15,290.632919
-2.2,22,291.579467
6.182359,19,292.485823
-2.1,21,293.383467
-2.2,22,294.317632
-2.1,21,295.246119
-2.1,21,296.148087
6.382359,17,296.968793
-2.1,21,297.887927
-2.1,21,298.796254
-2.3,23,299.76853
-2.2,22,300.718633
-2.2,22,301.681696
-2.1,21,302.592677
-2.1,21,303.517092
-2.1,21,304.436887
-2.1,21,305.337068
7.282359,8,305.835414
-2.3,23,306.84279
-2.2,22,307.772091
7.182359,9,308.311566
-2.6,26,309.369689
-2.3,23,310.353615
-2.2,22,311.324018
-2.1,21,312.235163
-2.2,22,313.154914
0.129086,10,313.752573
-2.2,22,314.695564
7.182359,9,315.22723
6.982359,11,315.833781
7.482359,6,316.263436
-2.1,21,317.176887
7.382359,7,317.637336
-2.1,21,318.553017
-2.2,22,319.516088
-2.4,24,320.515951
7.082359,10,321.093155
-2.3,23,322.079241
6.782359,13,322.751435
7.482359,6,323.188397
-2.3,23,324.150288
-2.3,23,325.094319
0.429086,7,325.552725
6.882359,12,326.196838
-2.1,21,327.107988
-2.3,23,328.106421
-2.2,22,329.024902
6.182359,19,329.941711
6.182359,19,330.841538
-2.2,22,331.776321
-2.2,22,332.694368
-2.2,22,333.661198
7.382359,7,334.126199
0.329086,8,334.615233
-2.1,21,335.525908
6.382359,17,336.422508
7.182359,9,336.934375
6.982359,11,337.521805
6.982359,11,338.131393
-2.2,22,339.060252
-2.2,22,339.992678
-2.3,23,340.960316
-2.3,23,341.918702
-2.1,21,342.835469
-2.3,23,343.787479
-2.2,22,344.711036
-2.1,21,345.609063
6.482359,16,346.41978
-2.7,27,347.535052
-2.1,21,348.430599
-2.1,21,349.316507
-2.2,22,350.241525
-2.2,22,351.18509
-2.1,21,352.066042
-2.1,21,352.973313
-2.1,21,353.880436
-2.2,22,354.838379
-2.4,24,355.851919
-2.4,24,356.855036
-2.1,21,357.769804
6.782359,13,358.469019
-2.2,22,359.424257
-2.3,23,360.392685
-2.3,23,361.35801
-2.2,22,362.279241
-2.2,22,363.207413
-2.1,21,364.100189
6.582359,15,364.873347
-2.1,21,365.785165
-2.2,22,366.719244
-2.1,21,367.659995
6.782359,13,368.349917
-2.2,22,369.28372
-2.1,21,370.168481
-2.2,22,371.105177
-2.2,22,372.059931
-2.1,21,372.977572
5.982359,21,373.948975
-2.2,22,374.877079
-2.1,21,375.786285
6.882359,12,376.430439
-2.4,24,377.426432
-2.3,23,378.409536
-2.1,21,379.325598
5.982359,21,380.316749
-2.2,22,381.260114
6.382359,17,382.100327
7.482359,6,382.516776
-2.2,22,383.457553
-2.1,21,384.370799
-2.1,21,385.275744
-2.3,23,386.264928
-2.1,21,387.174528
7.182359,9,387.713718
-2.1,21,388.631763
-2.2,22,389.577196
-2.1,21,390.466758
-2.2,22,391.41789
5.882359,22,392.424811
6.582359,15,393.200227
-2.5,25,394.274964
-2.1,21,395.175211
-2.1,21,396.150026
-2.2,22,397.141228
-0.370914,15,397.897651
-2.2,22,398.852433
6.182359,19,399.783704
-2.1,21,400.695345
-2.3,23,401.682662
6.982359,11,402.295361
-2.2,22,403.222741
-2.2,22,404.180557
6.682359,14,404.904826
7.282359,8,405.44193
-9.121218,17,406.255317
-2.3,23,407.217928
-2.2,22,408.164714
-2.2,22,409.132666
7.382359,7,409.602809
-2.1,21,410.487941
6.582359,15,411.256613
-2.3,23,412.206963
-2.3,23,413.203026
-2.1,21,414.103549
6.982359,11,414.704268
-2.3,23,415.634219
-2.1,21,416.550771
6.182359,19,417.463764
-2.2,22,418.387692
6.882359,12,419.045774
-2.5,25,420.095812
-2.1,21,420.986459
-2.3,23,422.006231
0.229086,9,422.538547
-2.2,22,423.458261
-2.1,21,424.385279
-2.2,22,425.298557
-2.5,25,426.337074
-2.1,21,427.251262
-2.2,22,428.194967
-2.1,21,429.094892
6.482359,16,429.907541
-2.2,22,430.873486
-2.2,22,431.8182
-2.1,21,432.744353
-2.4,24,433.725898
-2.1,21,434.656435
-2.2,22,435.601148
-2.4,24,436.619666
-2.3,23,437.591969
-2.2,22,438.52432
6.882359,12,439.173015
-2.2,22,440.111106
-2.1,21,441.040949
-2.2,22,441.964076
-2.3,23,442.946519
-0.070914,12,443.587559
-2.5,25,444.6437
6.682359,14,445.360976
-2.1,21,446.257639
-2.1,21,447.143055
-2.1,21,448.045475
7.282359,8,448.55812
-2.3,23,449.535556
-2.4,24,450.54641
-2.1,21,451.443831
-2.2,22,452.395144
-2.1,21,453.332369
-2.1,21,454.23188
-2.2,22,455.161271
6.482359,16,455.939615
6.182359,19,456.900575
-2.1,21,457.826812
-2.1,21,458.725012
-2.1,21,459.637639
5.882359,22,460.668803
-2.2,22,461.62706
-2.1,21,462.533128
7.082359,10,463.123494
-2.4,24,464.112671
7.382359,7,464.571517
6.482359,16,465.351454
-1.070914,22,466.362817
-2.1,21,467.247289
-2.1,21,468.133463
-2.3,23,469.09608
-2.2,22,470.030373
-2.3,23,471.027103
-0.570914,17,471.87462
6.782359,13,472.598896
-2.1,21,473.497488
-2.1,21,474.376269
-2.1,21,475.270832
6.782359,13,475.951449
0.329086,8,476.455521
6.082359,20,477.371148
-2.2,22,478.319053
-1.270914,24,479.363719
-2.3,23,480.341125
-2.2,22,481.277367
-0.870914,20,482.221424
7.482359,6,482.647891
-2.5,25,483.693661
-2.1,21,484.58539
-2.1,21,485.485969
-2.1,21,486.40679
-2.3,23,487.359019
6.782359,13,488.05018
7.282359,8,488.556709
-2.3,23,489.542031
-2.3,23,490.522061
-2.2,22,491.443791
-2.1,21,492.349105
-2.1,21,493.235448
-2.2,22,494.240204
-2.3,23,495.217312
-2.4,24,496.242543
-2.2,22,497.20808
-2.3,23,498.178652
-2.1,21,499.108755
-2.2,22,500.053737
-0.570914,17,500.868601
-2.2,22,501.790763
-2.3,23,502.782569
-2.2,22,503.730963
-2.2,22,504.68342
-2.1,21,505.570904
-2.1,21,506.471387
-2.2,22,507.40719
-2.4,24,508.399613
-2.1,21,509.32055
-2.1,21,510.206234
-2.2,22,511.140319
-2.1,21,512.06089
-2.2,22,513.020357
5.882359,22,514.030019
-2.2,22,514.968135
-2.2,22,515.902424
-2.4,24,516.933716
-2.2,22,517.89274
6.182359,19,518.794713
-2.1,21,519.710164
-2.2,22,520.654644
-0.570914,17,521.482769
-2.2,22,522.39813
-2.4,24,523.398284
-2.1,21,524.28863
6.282359,18,525.164406
-2.2,22,526.112491
6.782359,13,526.818811
6.782359,13,527.497313
5.982359,21,528.45698
-2.1,21,529.368502
6.682359,14,530.083652
-2.2,22,531.040522
5.882359,22,532.057996
-2.3,23,533.016194
-2.2,22,533.957029
6.182359,19,534.852339
6.282359,18,535.721256
7.482359,6,536.144243
-2.3,23,537.097835
-2.1,21,538.021626
-2.1,21,538.919078
7.182359,9,539.452147
-2.1,21,540.39116
7.182359,9,540.917972
-2.3,23,541.91098
-2.2,22,542.856806
-2.2,22,543.757685
-2.1,21,544.698359
7.282359,8,545.19944
-2.3,23,546.156333
-2.6,26,547.205927
-2.1,21,548.106453
-2.3,23,549.099667
-2.1,21,549.98484
-2.1,21,550.863122
5.982359,21,551.833942
-2.3,23,552.783439
7.482359,6,553.206785
-2.1,21,554.155752
-2.1,21,555.067008
-2.2,22,556.033028
7.382359,7,556.492233
-0.670914,18,557.374561
-2.1,21,558.27326
-2.3,23,559.237721
-2.2,22,560.181659
7.382359,7,560.64722
-2.1,21,561.552305
-2.4,24,562.589648
5.882359,22,563.614077
-2.2,22,564.55975
-2.3,23,565.506338
-2.3,23,566.492225
-2.2,22,567.435706
-2.2,22,568.364877
-2.3,23,569.343222
-2.1,21,570.269981
-2.1,21,571.166949
-2.3,23,572.107444
-2.1,21,573.015832
-2.2,22,573.941169
-2.1,21,574.857397
7.482359,6,575.281368
-2.1,21,576.235279
-2.4,24,577.240566
-2.2,22,578.169162
-2.2,22,579.12816
-2.3,23,580.101605
-2.2,22,581.037769
-2.3,23,582.012066
-2.3,23,583.005976
-2.2,22,583.963809
-2.1,21,584.859924
-2.2,22,585.769483
-2.3,23,586.742388
-2.2,22,587.700152
-0.770914,19,588.594865
6.982359,11,589.200184
-2.2,22,590.131572
-2.1,21,591.069847
-2.1,21,591.972057
-0.670914,18,592.824856
-2.4,24,593.789609
-2.1,21,594.687234
-2.2,22,595.691929
-2.1,21,596.572742
-2.2,22,597.52558
-2.2,22,598.480264
6.182359,19,599.374705
-2.1,21,600.282466
-2.3,23,601.26445
5.882359,22,602.275492
-2.2,22,603.215693
7.482359,6,603.655414
-2.2,22,604.576766
-2.3,23,605.548696
-2.1,21,606.427847
-2.2,22,607.346816
-2.1,21,608.255952
-9.121218,17,609.078369
-6.735411,8,609.592242
-2.2,22,610.521974
-2.2,22,611.446209
-2.1,21,612.372169
-2.3,23,613.335224
0.029086,11,613.960757
5.682359,24,615.019545
-2.1,21,615.937532
-2.3,23,616.88878
6.682359,14,617.596824
7.382359,7,618.074505
-2.2,22,619.000034
7.482359,6,619.435243
-2.3,23,620.404986
-2.3,23,621.375162
-2.2,22,622.334019
-2.3,23,623.298682
-2.4,24,624.282735
-2.2,22,625.200938
-2.2,22,626.11816
-2.2,22,627.037881
6.182359,19,627.961955
-2.2,22,628.88943
7.082359,10,629.467069
-2.1,21,630.3741
-2.4,24,631.354402
-2.2,22,632.28432
6.782359,13,632.951915
7.082359,10,633.51146
7.282359,8,634.017089
