Dungeon,MazeCoinLowMaps,Zelda,Agent
1.2027800000000002,1.9445700000000001,2.8606855791962174,S
2.66023,2.6181,2.8768525402726146,H
2.7685699999999995,2.8048348348348346,2.9399438202247192,HQ
