Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
0.028919,42.892316,2131.4353137277913,2039.4555629927586,S
1.576896,58.340119000000016,2128.838502631098,1610.8033263477976,H
177.14295099999998,291.26073821569315,1961.740921600808,1970.073668471723,HQ
64.842079,370.5017239999999,2448.8129089978866,2319.8857725402936,HQEX
