Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"1000$-$67,50$-$100,00$-$0,00","1000$-$66,25$-$97,20$-$2,80","846$-$78,33$-$7,09$-$92,91","889$-$83,33$-$12,71$-$87,29",S
"1000$-$92,50$-$39,10$-$60,90","1000$-$77,50$-$44,50$-$55,50","807$-$77,33$-$6,44$-$93,56","936$-$78,00$-$54,81$-$45,19",H
"1000$-$97,50$-$20,90$-$79,10","999$-$81,25$-$15,22$-$84,78","890$-$70,00$-$1,35$-$98,65","891$-$83,33$-$4,38$-$95,62",HQ
"1000$-$97,50$-$25,60$-$74,40","1000$-$86,25$-$15,70$-$84,30","611$-$88,00$-$0,98$-$99,02","626$-$99,33$-$0,96$-$99,04",HQEX
