Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"11,40","1,10","0,00","0,00",S
"0,00","0,00","0,00","0,00",H
"0,00","0,00","0,00","0,00",HQ
"0,00","0,00","0,00","0,00",HQEX
