Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"100,00$-$0,00","97,20$-$2,80","6,00$-$78,60","11,30$-$77,60",S
"39,10$-$60,90","44,50$-$55,50","5,20$-$75,50","51,30$-$42,30",H
"20,90$-$79,10","15,20$-$84,70","1,20$-$87,80","3,90$-$85,20",HQ
"25,60$-$74,40","15,70$-$84,30","0,60$-$60,50","0,60$-$62,00",HQEX
