Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"67,50$-$1000","66,25$-$1000","78,33$-$846","83,33$-$889",S
"92,50$-$1000","77,50$-$1000","77,33$-$807","78,00$-$936",H
"97,50$-$1000","81,25$-$999","70,00$-$890","83,33$-$891",HQ
"97,50$-$1000","86,25$-$1000","88,00$-$611","99,33$-$626",HQEX
