Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"1,20$-$1,30$-$0,41","1,94$-$2,00$-$0,40","2,86$-$3,00$-$0,16","2,83$-$2,75$-$0,20",S
"2,66$-$2,75$-$0,25","2,62$-$2,75$-$0,26","2,88$-$3,00$-$0,17","2,53$-$2,50$-$0,33",H
"2,77$-$2,75$-$0,22","2,80$-$2,75$-$0,20","2,94$-$3,00$-$0,12","2,89$-$3,00$-$0,15",HQ
"2,75$-$2,75$-$0,23","2,80$-$2,75$-$0,20","2,95$-$3,00$-$0,11","2,94$-$3,00$-$0,12",HQEX
