Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
16.0,41.0,146.0,88.0,S
18.0,35.0,195.0,85.0,H
18.0,28.0,110.0,76.0,HQ
17.0,26.0,154.0,85.0,HQEX
