Dungeon,MazeCoinLowMaps,Zelda,ZeldaLowMaps,Agent
"1000$-$8,01$-$0,17","1000$-$13,68$-$6,55","846$-$67,79$-$46,17","889$-$65,00$-$45,16",S
"1000$-$8,35$-$1,26","1000$-$14,64$-$7,64","807$-$70,54$-$46,14","936$-$55,74$-$40,13",H
"1000$-$19,01$-$13,31","999$-$24,52$-$17,07","890$-$63,53$-$44,29","891$-$65,61$-$44,39",HQ
"1000$-$14,41$-$8,05","1000$-$25,17$-$19,25","611$-$78,75$-$49,49","626$-$79,50$-$48,17",HQEX
