segments,segments
0,1
1,21
2,1
4,2
6,41
7,4
9,1
10,8
11,2
12,3
13,5
15,36
16,2
17,2
18,1
19,1
20,1
21,1
22,18
23,11
26,98
27,2
28,223
29,2
30,2
31,4
32,1
33,9
34,3
35,5
36,5
37,4
38,51
39,2
41,19
42,8
43,2
45,2
47,4
49,23
50,1
54,1
55,5
57,2
58,1
59,1
61,6
63,9
64,3
65,5
67,5
68,2
69,15
74,2
76,3
78,4
79,1
80,1
81,13
82,8
83,6
84,1
85,47
86,13
87,4
88,47
89,4
90,5
91,4
92,78
93,53
94,2
95,4
96,1
97,53
98,5
99,10
100,11
101,2
102,21
104,15
105,1
106,1
107,3
109,1
110,12
111,2
113,40
115,2
117,4
118,25
119,2
120,3
121,39
122,5
123,12
125,4
126,37
127,8
128,1
129,3
130,2
131,32
133,4
134,3
135,2
136,4
137,3
138,16
139,162
140,1
141,84
143,5
144,14
145,2
146,8
147,6
148,8
149,2
151,117
153,1
154,6
155,25
156,24
157,1
158,4
159,1
160,2
161,20
162,4
163,24
164,8
165,5
166,3
167,149
169,2
170,2
171,4
172,31
173,12
174,15
175,8
176,1
177,5
178,2
180,1
183,8
187,4
188,16
189,1
191,4
192,8
193,7
194,4
195,7
196,153
198,6
199,24
200,1
202,1
203,25
204,1
205,4
206,3
207,5
209,1
210,15
211,2
212,4
214,6
215,20
216,3
217,40
219,5
220,1
221,2
222,1
223,5
224,1
225,3
228,2
229,1
230,2
231,2
232,1
233,10
234,1
235,8
236,5
237,2
238,58
239,51
240,15
242,10
243,4
245,3
246,7
247,1
248,2
249,2
251,4
252,13
253,1
254,44
256,7
257,5
258,4
259,3
260,1
262,24
263,40
265,1
266,91
267,1
269,1
270,2
271,1
272,4
274,1
275,5
276,1
277,2
278,5
279,3
280,4
281,4
282,31
285,4
287,6
288,24
289,8
290,1
291,5
292,3
293,1
295,22
296,6
297,8
298,6
