,Linearity,Leniency
0,0.18524235875270145,0.05260146732180117
1,0.0,0.41293666285252745
2,0.18524235875270145,0.5808373157434206
3,0.0,0.12872719929999327
4,0.0,0.27448340849431246
5,0.5557270762581044,0.17247761997711517
6,0.0,0.14861681362320792
7,0.2619635690027786,0.14508312579928653
8,0.2619635690027786,0.4901729824325234
9,0.2619635690027786,0.09359224607928922
10,0.0,0.41293666285252745
11,0.0,0.35993134549370664
12,0.2619635690027786,0.13138587871037222
13,0.0,0.440061923672343
14,0.0,0.3402436561890018
15,0.0,0.45685535437840746
16,0.3704847175054029,0.4207444302349061
17,0.0,0.15878037288820085
18,0.0,0.14195328801238474
19,0.18524235875270145,0.16376119001144243
20,0.0,0.4042538870566063
21,0.5994905835134301,0.511442417715555
22,0.5994905835134301,0.1219627111799152
23,0.18524235875270145,0.24826681025779093
24,0.0,0.48670660294810525
25,0.0,0.3250992798007673
26,0.0,0.2558389984519082
27,0.0,0.33418590563370804
28,0.41424822476072864,0.38611428956047655
29,0.0,0.27209396244194656
30,0.0,0.2789257589015279
31,0.5557270762581044,0.009187588342195598
32,0.18524235875270145,0.15719862690987413
33,0.0,0.12307329878171905
34,0.5557270762581044,0.3117385744093693
35,0.0,0.48095173992057616
36,0.0,0.25341589822979066
37,0.18524235875270145,0.028202194251867808
38,0.18524235875270145,0.24220905970249715
39,0.0,0.28138251329339703
40,0.18524235875270145,0.37204684660429427
41,0.0,0.4438311906845258
42,0.18524235875270145,0.20387696035538802
43,0.0,0.336474389176819
44,0.0,0.2796661506360638
45,0.0,0.14508312579928653
46,0.5557270762581044,0.22343003298108635
47,0.0,0.5320724237733055
48,0.0,0.5237598438446524
49,0.0,0.27862287137376324
50,0.0,0.29026721410782796
51,0.2619635690027786,0.6004576967086221
52,0.0,0.09419802113481861
53,0.0,0.2082520024231002
54,0.0,0.10974624756007269
55,0.0,0.4992596082654641
56,0.2619635690027786,0.4841152318772296
57,0.0,0.4053644746584102
58,0.847792528558197,0.10920778084404657
59,0.3704847175054029,0.18082385407551996
60,0.0,0.16251598573063203
61,0.0,0.24274752641852326
