done_bonus,historical,entropy,bonus_factor,counter_changes,is_done_success,reward_distance,counter_done_interations,rewards_sum,representation,reward_experience_bonus,reward_game,experience_bonus,changes_penalty,reward,segments,reward_neighbors,agent,discount_reward,counter_done_max_changes,done_penalty,counter_done,entropy_map,discount_rewards,piece_penalty
50.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 7.982359239761056], 'action': [array([30], dtype=int64), array([39], dtype=int64), array([19], dtype=int64), array([8], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([32], dtype=int64)]}",2.584962500721156,5.070925528371099,7,True,0,0,7.3823592397610565,narrow-puzzle,8.06377930400662,3.0,1.0102,,7.982359239761056,[32 39 19  8 17 16],0,,,0,,0,0.993614428200075,7.4517902680670165,0
10.0,"{'rewards': [-0.1, -0.1, -0.1, -2.1, -0.1, 1.0290859839814104], 'action': [array([28], dtype=int64), array([36], dtype=int64), array([13], dtype=int64), array([36], dtype=int64), array([35], dtype=int64), array([16], dtype=int64)]}",2.2516291673878226,5.477225575051661,6,True,-4.585786437626905,0,-1.47091401601859,narrow-puzzle,1.039788478214817,0.0,1.0104,,1.0290859839814104,[28 36 13 36 35 16],0,,,0,,1,0.9798687566511527,-0.5564585995647162,0
10.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 1.0290859839814104], 'action': [array([39], dtype=int64), array([16], dtype=int64), array([3], dtype=int64), array([31], dtype=int64), array([38], dtype=int64), array([10], dtype=int64), array([5], dtype=int64), array([33], dtype=int64), array([16], dtype=int64), array([16], dtype=int64)]}",2.2516291673878226,4.242640687119285,10,True,-3.76393202250021,0,0.12908598398141047,narrow-puzzle,1.0399942954116133,4.0,1.0106,,1.0290859839814104,[ 5 33 16 16 38 10],0,,,0,,2,0.9470622432515329,0.5457831633778021,0
10.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -4.1, 1.0290859839814104], 'action': [array([7], dtype=int64), array([38], dtype=int64), array([19], dtype=int64), array([32], dtype=int64), array([39], dtype=int64), array([39], dtype=int64), array([8], dtype=int64)]}",2.2516291673878226,5.070925528371099,7,True,-5.0,0,-3.5709140160185893,narrow-puzzle,1.0402001126084095,3.0,1.0108,,1.0290859839814104,[ 8 38 19 32 39 39],0,,,0,,3,0.9668100575025925,-2.6403183310047145,0
10.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 1.0290859839814175], 'action': [array([9], dtype=int64), array([24], dtype=int64), array([18], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([16], dtype=int64)]}",2.251629167387823,5.477225575051661,6,True,-4.0,0,0.5290859839814175,narrow-puzzle,1.040405929805213,0.0,1.011,,1.0290859839814175,[ 9 24 18 16 17 16],0,,,0,,4,0.9818890814641623,0.7570077337686244,0
50.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -2.1, -0.1, 7.982359239761056], 'action': [array([25], dtype=int64), array([5], dtype=int64), array([0], dtype=int64), array([10], dtype=int64), array([33], dtype=int64), array([5], dtype=int64), array([32], dtype=int64), array([39], dtype=int64)]}",2.584962500721156,4.743416490252569,8,True,0,0,5.282359239761056,narrow-puzzle,8.071761663246381,3.0,1.0112,,7.982359239761056,[32 39  0 10 33  5],0,,,0,,5,0.9719417519338609,5.902411959708186,0
50.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 7.982359239761056], 'action': [array([1], dtype=int64), array([33], dtype=int64), array([14], dtype=int64), array([18], dtype=int64), array([6], dtype=int64), array([2], dtype=int64)]}",2.584962500721156,5.477225575051661,6,True,0,0,7.482359239761056,narrow-puzzle,8.073358135094333,0.0,1.0114,,7.982359239761056,[ 1 33 14 18  6  2],0,,,0,,6,0.980892449782821,7.538749602139404,0
10.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -2.9709140160185896], 'action': [array([20], dtype=int64), array([28], dtype=int64), array([19], dtype=int64), array([39], dtype=int64), array([24], dtype=int64), array([8], dtype=int64), array([20], dtype=int64), array([28], dtype=int64), array([10], dtype=int64), array([16], dtype=int64), array([14], dtype=int64), array([14], dtype=int64)]}",2.2516291673878226,3.8729833462074175,12,True,-5.0,0,-4.070914016018589,narrow-puzzle,-3.0053766186044055,3.0,1.0116,,-2.9709140160185896,[20 28 10 16 14 14],-4,,,0,,7,0.984716982408986,-3.344912451763287,0
0.0,"{'rewards': [-0.1, -0.1, -4.1, -0.1, -0.1, -0.1, -4.1, -0.1, -0.1, -0.1, -0.1, -2.1, -4.1, -6.1, -0.1, -0.1, -7.521218440482425], 'action': [array([24], dtype=int64), array([16], dtype=int64), array([16], dtype=int64), array([0], dtype=int64), array([34], dtype=int64), array([10], dtype=int64), array([16], dtype=int64), array([9], dtype=int64), array([14], dtype=int64), array([2], dtype=int64), array([8], dtype=int64), array([9], dtype=int64), array([9], dtype=int64), array([9], dtype=int64), array([18], dtype=int64), array([5], dtype=int64), array([17], dtype=int64)]}",1.7924812503605778,3.2539568672798427,17,True,-5.76393202250021,0,-29.121218440482426,narrow-puzzle,-7.609968818080118,3.0,1.0118,,-7.521218440482425,[ 9  9 18  5 17  9],0,,,0,,8,0.9984053761264435,-18.858261060549417,0
50.0,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 7.982359239761056], 'action': [array([16], dtype=int64), array([28], dtype=int64), array([10], dtype=int64), array([14], dtype=int64), array([18], dtype=int64), array([39], dtype=int64)]}",2.584962500721156,5.477225575051661,6,True,0,0,7.482359239761056,narrow-puzzle,8.078147550638189,0.0,1.012,,7.982359239761056,[16 28 10 14 18 39],0,,,0,,9,0.9755025696892738,7.538749602139404,0
