Episodes,Scores,Average,Total Rewards
0,-2.1000000000000005,-2.1000000000000005,-2.1000000000000005
1,-2.1000000000000005,-2.1000000000000005,-4.200000000000001
2,-2.1000000000000005,-2.1000000000000005,-6.299999999999994
3,7.844660805685808,0.3861652014214516,1.544660805685817
4,-2.1000000000000005,-0.11106783886283882,-0.5553391943141832
5,-6.1,-1.1092231990523655,-6.655339194314182
6,-6.099999999999993,-1.8221913134734553,-12.755339194314175
7,-2.1000000000000005,-1.8569173992892734,-14.855339194314167
8,-2.1000000000000005,-1.883926577146021,-16.955339194314178
9,-2.1000000000000005,-1.905533919431419,-19.055339194314207
10,-6.099999999999996,-2.286849017664926,-25.155339194314237
11,-2.1000000000000005,-2.2712782661928492,-27.255339194314267
12,-2.1000000000000005,-2.2581030149472454,-29.355339194314297
13,-2.1000000000000005,-2.2468099424510135,-31.455339194314327
14,-2.1000000000000005,-2.2370226129542794,-33.55533919431436
15,-4.1000000000000005,-2.353458699644637,-37.65533919431439
16,-2.1000000000000005,-2.3385493643714232,-39.755339194314416
17,-6.099999999999998,-2.5475188441285663,-45.855339194314446
18,-2.1000000000000005,-2.5239652207533787,-47.955339194314476
19,-4.1000000000000005,-2.60276695971571,-52.055339194314506
20,-2.1000000000000005,-2.578825675919724,-54.155339194314536
21,-10.099999999999994,-2.9206972361051906,-64.25533919431454
22,-2.1000000000000005,-2.8850147475788774,-66.35533919431442
23,-2.1000000000000005,-2.8523057997630907,-68.4553391943143
24,-2.1000000000000005,-2.822213567772567,-70.55533919431419
25,-2.1000000000000005,-2.794436122858237,-72.65533919431407
26,-2.1000000000000005,-2.76871626645608,-74.75533919431395
27,-6.1,-2.88769068551122,-80.85533919431383
28,-2.1000000000000005,-2.8605289377349705,-82.95533919431371
29,-2.1000000000000005,-2.835177973143805,-85.05533919431359
30,-2.1000000000000005,-2.8114625546552947,-87.15533919431347
31,-6.099999999999998,-2.9142293498223166,-93.25533919431335
32,-6.099999999999993,-3.0107678543731553,-99.35533919431323
33,-4.1000000000000005,-3.0428040939504153,-103.45533919431311
34,-2.1000000000000005,-3.0158668341232606,-105.55533919431299
35,-6.1,-3.1015371998420584,-111.65533919431287
36,-2.1000000000000005,-3.074468626873354,-113.75533919431275
37,-6.099999999999998,-3.1540878735345816,-119.85533919431263
38,-4.1000000000000005,-3.1783420306234382,-123.95533919431251
39,-4.1,-3.201383479857852,-128.0553391943124
40,-6.099999999999993,-3.272081443763758,-134.1553391943123
41,-2.1000000000000005,-3.2441747427217638,-136.25533919431217
42,-6.099999999999996,-3.3105892835886994,-142.35533919431205
43,-2.1000000000000005,-3.283075890779865,-144.45533919431193
44,-2.1000000000000005,-3.2567853154292012,-146.5553391943118
45,-2.1000000000000005,-3.2316378085720445,-148.6553391943117
46,-2.1000000000000005,-3.2075604083896607,-150.75533919431157
47,-2.1000000000000005,-3.184486233214876,-152.85533919431145
48,-2.1000000000000005,-3.16235386110845,-154.95533919431134
49,-2.1000000000000005,-3.1411067838862805,-157.05533919431122
50,-2.1000000000000005,-3.1206929253787066,-159.1553391943111
51,-2.1000000000000005,-3.1010642152752697,-161.25533919431098
52,-2.1000000000000005,-3.082176211213472,-163.35533919431086
53,-2.1000000000000005,-3.063987762857667,-165.45533919431074
54,-2.1000000000000005,-3.0464607126238907,-167.55533919431062
55,-6.099999999999996,-3.100988199898464,-173.6553391943105
56,-2.1000000000000005,-3.0834270034090174,-175.75533919431038
