,Linearity,Leniency
0,0.0,0.2721304791029562
1,0.5066075136869926,0.3374515800203874
2,0.0,0.45614678899082567
3,0.0,0.1763914373088685
4,0.0,0.49961264016309886
5,0.22654332641117614,0.19792048929663608
6,0.5066075136869926,0.3140468909276249
7,0.0,0.3614678899082569
8,0.0,0.14275229357798166
9,0.4530866528223523,0.15217125382262997
10,0.0,0.36754332313965343
11,0.4530866528223523,0.22385321100917432
12,0.0,0.36587155963302753
13,0.3203700207664716,0.12795107033639144
14,0.0,0.14813455657492355
15,0.0,0.08827726809378185
16,0.6796299792335284,0.28807339449541286
17,0.9428922031338494,0.06279306829765545
18,0.0,0.25577981651376147
19,0.22654332641117614,0.5100917431192661
20,0.0,0.34581039755351684
21,0.0,0.19066258919469928
22,0.0,0.2359225280326198
23,0.0,0.11853211009174312
24,0.0,0.4310703363914373
25,0.0,0.3140468909276249
26,0.3203700207664716,0.24950050968399592
27,0.9061733056447046,0.44220183486238535
28,0.3203700207664716,0.16954128440366972
29,0.0,0.3341080530071356
30,0.0,0.3339449541284404
31,0.0,0.43302752293577984
32,0.4530866528223523,0.21541284403669725
33,0.0,0.08318042813455657
34,0.5066075136869926,0.5406727828746177
35,0.5066075136869926,0.22140672782874618
36,0.0,0.6374311926605505
37,0.0,0.8280122324159022
38,0.0,0.32782874617737
39,0.7163488767226732,0.09969418960244648
40,0.0,0.40986748216106017
41,0.0,0.2525178389398573
42,0.0,0.5976758409785933
43,0.22654332641117614,0.32574923547400614
44,0.0,0.3577981651376147
45,0.0,0.22613659531090724
46,0.3203700207664716,0.018837920489296636
47,0.0,0.1851172273190622
48,0.0,0.22687054026503567
49,0.0,0.41100917431192663
50,0.0,0.3671763506625892
51,0.0,0.3119266055045872
52,0.0,0.2471763506625892
53,0.0,0.5776962283384302
54,0.0,0.36265035677879714
55,0.0,0.5229357798165137
56,0.0,0.19302752293577982
57,0.4530866528223523,0.4229969418960245
58,0.0,0.11734964322120285
59,0.0,0.0744954128440367
60,0.3203700207664716,0.2906422018348624
61,0.3203700207664716,0.12207951070336391
62,0.0,0.16501529051987768
63,0.0,0.20061162079510703
64,0.0,0.057696228338430175
65,0.0,0.09488277268093782
66,0.6796299792335284,0.466177370030581
67,0.0,0.19367991845056065
68,0.0,0.36114169215086644
69,0.0,0.16293577981651375
70,0.0,0.7099286442405709
71,0.4530866528223523,0.1398165137614679
72,0.0,0.19217125382262998
73,0.0,0.030825688073394496
74,0.9061733056447046,0.28872579001019366
75,0.0,0.3321100917431193
76,0.0,0.44782874617737
77,0.0,0.3128644240570846
78,0.0,0.35918450560652393
79,0.0,0.23021406727828747
80,0.0,0.1819775739041794
81,0.0,0.3140468909276249
82,0.0,0.312375127420999
83,0.5066075136869926,0.3174311926605505
84,0.0,0.511763506625892
85,0.0,0.3211009174311927
86,0.22654332641117614,0.36252803261977573
87,0.0,0.11718654434250765
88,0.0,0.35918450560652393
89,0.0,0.25577981651376147
90,0.9061733056447046,0.5982466870540265
91,0.0,0.27706422018348625
92,0.3203700207664716,0.28
93,0.3203700207664716,0.1616717635066259
94,0.22654332641117614,0.24216106014271152
95,0.0,0.14809378185524974
96,0.22654332641117614,0.11025484199796126
97,0.0,0.26055045871559634
98,0.0,0.29724770642201837
99,0.0,0.6839959225280327
100,0.3203700207664716,0.23893985728848113
101,0.0,0.4
102,0.0,0.18010193679918451
103,0.0,0.3140468909276249
104,0.0,0.2419571865443425
105,0.0,0.6416309887869521
106,0.0,0.04954128440366973
107,0.0,0.30642201834862387
108,0.0,0.3963302752293578
109,0.4530866528223523,0.18311926605504586
110,0.0,0.4033843017329256
111,0.0,0.3192660550458716
112,0.0,0.12293577981651377
113,0.3203700207664716,0.50144750254842
114,0.0,0.5651376146788991
115,0.0,0.2840366972477064
116,0.0,0.3942915392456677
117,0.0,0.34581039755351684
118,0.0,0.3264424057084608
119,0.0,0.14238532110091742
120,0.0,0.26042813455657493
121,0.0,0.7804689092762487
122,0.22654332641117614,0.18002038735983691
123,0.5066075136869926,0.21781855249745158
124,0.0,0.03527013251783894
125,0.0,0.32574923547400614
126,0.5066075136869926,0.13863404689092762
127,0.22654332641117614,1.0
128,0.0,0.3321100917431193
129,0.4530866528223523,0.42601427115188584
130,0.0,0.4178593272171254
131,0.5066075136869926,0.1817737003058104
132,0.0,0.23139653414882771
133,0.6796299792335284,0.16937818552497452
134,0.3203700207664716,0.5313761467889908
135,0.7734566735888239,0.46055045871559636
136,0.0,0.23963302752293578
137,0.0,0.4126809378185525
138,0.0,0.4695208970438328
139,0.0,0.1599184505606524
140,0.0,0.1454434250764526
141,0.0,0.1657492354740061
142,0.0,0.18311926605504586
143,0.3203700207664716,0.6116615698267075
144,0.0,0.6083588175331295
145,0.4530866528223523,0.3128644240570846
146,0.0,0.2689092762487258
147,0.7163488767226732,0.0
148,0.0,0.5192660550458715
149,0.22654332641117614,0.04195718654434251
150,0.0,0.7688073394495413
151,0.0,0.47522935779816516
152,0.0,0.3508256880733945
153,0.0,0.5781855249745158
154,0.3203700207664716,0.8419979612640163
155,0.0,0.24501529051987767
156,0.0,0.37471967380224264
157,0.3203700207664716,0.511763506625892
158,0.22654332641117614,0.20464831804281344
159,0.4530866528223523,0.6450968399592253
160,0.6796299792335284,0.15217125382262997
161,0.0,0.374230377166157
162,0.0,0.17908256880733944
163,0.0,0.12391437308868501
164,0.0,0.19792048929663608
165,0.0,0.28990825688073396
166,0.5066075136869926,0.051580020387359836
167,0.22654332641117614,0.349072375127421
168,0.0,0.2382874617737003
169,0.4530866528223523,0.14140672782874616
170,0.0,0.42784913353720694
171,0.22654332641117614,0.1965749235474006
172,0.0,0.5688073394495413
173,0.22654332641117614,0.5037716615698267
174,0.3203700207664716,0.8768195718654435
175,0.4530866528223523,0.20330275229357797
176,0.6796299792335284,0.1710499490316004
177,1.0,0.6316411824668705
178,0.4530866528223523,0.17773700305810397
179,0.0,0.3341080530071356
180,0.0,0.3926197757390418
181,0.0,0.41651376146788993
182,0.5066075136869926,0.18613659531090723
183,0.0,0.43331294597349646
184,0.0,0.30067278287461774
185,0.0,0.4494597349643221
