segments,segments
0,154
1,350
2,5
3,264
4,300
5,1
6,126
7,85
8,1
9,335
10,1
11,2
12,238
13,3
14,80
15,334
16,3
17,328
18,1
19,48
21,2
23,150
25,7
26,3
27,26
28,964
33,102
34,109
35,158
36,249
37,15
38,5
40,7
41,288
42,1
43,1
44,1
45,2
46,20
47,264
48,10
49,81
51,50
52,7
53,7
54,5
55,4
56,1
57,95
60,98
61,2
62,75
63,103
65,1
66,145
67,6
68,37
69,44
73,32
74,23
75,99
76,24
77,7
78,11
