#{"t_start": 1682976466.2824128, "env_id": null}
r,l,t
-2.1,21,1.256065
-4.1,21,2.485621
-2.1,21,3.733203
-8.1,21,4.96071
-2.1,21,6.196672
-8.1,21,7.443898
-6.1,21,8.679043
-8.1,21,9.904302
-2.1,21,11.151741
-10.1,21,12.416564
-6.1,21,13.652742
-4.1,21,14.926764
-4.1,21,16.160303
-6.1,21,17.36779
-8.1,21,18.620502
-8.1,21,19.873593
-6.1,21,21.108506
-6.1,21,22.350007
-10.1,21,23.59379
-2.1,21,24.816887
-4.1,21,26.039398
-2.1,21,27.268419
-10.1,21,28.513297
-4.1,21,29.709274
-6.1,21,30.952388
-2.1,21,32.183621
-6.1,21,33.427553
-4.1,21,34.658851
-2.1,21,35.902941
-6.1,21,37.143106
-6.1,21,38.38315
-2.1,21,39.61483
-6.1,21,40.851853
-6.1,21,42.083733
-14.1,21,43.316094
-8.1,21,44.547199
-6.1,21,45.768156
-4.1,21,47.0526
-2.1,21,48.321726
-2.1,21,49.545627
-2.1,21,50.803945
-6.1,21,52.043974
-2.1,21,53.307163
-6.1,21,54.531476
-8.1,21,55.785874
-14.1,21,57.042871
-6.1,21,58.332954
-6.1,21,59.577947
-10.1,21,60.831904
-2.1,21,62.080775
-2.1,21,63.354404
-2.1,21,64.608126
-2.1,21,65.845604
-6.1,21,67.067069
-2.1,21,68.30059
-4.1,21,69.524224
-6.1,21,70.76155
-2.1,21,71.983551
-6.1,21,73.250016
-8.1,21,74.521979
-2.1,21,75.760814
-6.1,21,76.999228
-2.1,21,78.254642
-2.1,21,79.474345
-2.1,21,80.700866
-6.1,21,81.932483
-6.1,21,83.172621
-2.1,21,84.395858
-4.1,21,85.627396
-2.1,21,86.843319
-10.1,21,88.074278
-2.1,21,89.297014
-18.1,21,90.497236
-6.1,21,91.764237
-14.1,21,93.032849
-2.1,21,94.286246
-2.1,21,95.549805
-8.1,21,96.781744
-6.1,21,98.024819
-2.1,21,99.246096
-2.1,21,100.482116
-2.1,21,101.716457
-4.1,21,102.956506
-2.1,21,104.201796
-2.1,21,105.428137
-6.1,21,106.728999
-2.1,21,107.992146
-2.1,21,109.246071
-2.1,21,110.478803
-6.1,21,111.720325
-8.1,21,113.030874
-8.1,21,114.28971
-10.1,21,115.515365
-8.1,21,116.721332
-2.1,21,117.955793
-10.1,21,119.189482
-2.1,21,120.431149
-8.1,21,121.694372
-2.1,21,122.963545
-2.1,21,124.218018
-8.1,21,125.477921
-16.1,21,126.738352
-2.1,21,128.014001
-6.1,21,129.261747
-4.1,21,130.530046
-2.1,21,131.778878
-6.1,21,133.056968
-4.1,21,134.300714
-10.1,21,135.557984
-2.1,21,136.840106
-2.1,21,138.118318
-4.1,21,139.42363
-14.1,21,140.757838
-2.1,21,142.110556
-6.1,21,143.423237
-10.1,21,144.699342
-4.1,21,145.959718
-6.1,21,147.214238
-6.1,21,148.561298
-8.1,21,150.099175
-4.1,21,151.376643
-14.1,21,152.67078
-2.1,21,153.96212
-6.1,21,155.265294
-6.1,21,156.561953
-2.1,21,157.856817
-14.1,21,159.123509
-6.1,21,160.360244
-2.1,21,161.61913
-8.1,21,162.890399
-4.1,21,164.145251
-2.1,21,165.39486
-6.1,21,166.792721
-2.1,21,168.105654
-4.1,21,169.375516
-4.1,21,170.602822
-6.1,21,171.833878
-2.1,21,173.077928
-4.1,21,174.361823
-8.1,21,175.619929
-8.1,21,176.892659
-2.1,21,178.171144
-10.1,21,179.420052
-4.1,21,180.691262
-6.1,21,181.96062
-8.1,21,183.254489
-2.1,21,184.502623
-2.1,21,185.760916
-4.1,21,187.013442
-14.1,21,188.293633
-8.1,21,189.575694
-4.1,21,190.844552
-6.1,21,192.074441
-2.1,21,193.334835
-10.1,21,194.562184
-6.1,21,195.776052
-10.1,21,197.030876
-2.1,21,198.29566
-8.1,21,199.56279
-4.1,21,200.904935
-8.1,21,202.170161
-4.1,21,203.444221
-2.1,21,204.727869
-2.1,21,205.990379
-8.1,21,207.242307
-4.1,12,208.070263
-8.1,21,209.353141
-4.1,21,210.602624
