segments,segments
0,3
2,1
4,1
5,3
7,1
8,1
9,2
10,1
11,1
12,4
14,1
15,2
16,3
17,1
18,1
20,1
21,4
22,3
23,3
24,1
25,5
26,6
27,1
28,1
29,5
30,2
31,2
32,15
33,1
35,2
36,1
37,1
38,5
40,1
41,4
42,10
45,1
46,2
47,5
48,12
49,13
50,2
52,7
54,1
55,3
56,2
57,7
58,1
60,3
61,8
62,1
64,2
65,9
66,2
67,2
68,20
69,1
70,1
71,3
74,1
75,2
76,1
77,7
78,3
80,2
81,3
84,23
85,11
86,1
87,9
88,2
89,1
90,3
91,2
92,2
93,4
95,9
96,2
97,13
99,10
100,1
102,9
103,2
104,1
105,4
108,2
109,2
110,2
111,6
113,9
114,1
116,1
118,3
119,6
120,1
121,1
122,2
123,2
125,4
126,3
127,4
128,2
129,4
131,17
132,1
134,2
135,1
136,1
137,2
138,1
141,1
142,10
143,12
144,6
145,14
146,4
148,3
149,2
151,25
152,3
153,4
155,2
156,22
157,10
158,2
159,1
161,2
162,1
163,6
164,2
165,2
166,1
167,7
168,4
169,10
170,7
171,2
172,15
173,3
174,1
176,1
177,1
179,5
180,3
181,3
182,12
183,5
185,1
186,3
187,3
188,3
189,35
190,1
191,3
192,2
193,1
195,2
196,12
197,1
198,2
199,2
200,2
201,5
202,1
203,12
205,4
207,4
208,1
209,26
210,14
211,8
212,2
213,4
214,3
216,1
217,9
218,1
219,16
223,1
226,1
228,5
229,5
230,4
231,1
232,1
233,1
234,5
235,10
236,10
237,3
239,3
240,2
241,3
242,1
245,4
246,4
247,1
250,2
251,1
252,2
253,3
254,5
255,1
256,5
257,2
258,2
259,14
261,4
262,2
263,2
264,4
265,3
267,2
268,2
269,2
271,4
272,4
273,3
274,1
275,1
277,1
278,11
279,1
280,5
281,5
282,16
283,1
284,5
287,9
288,2
290,1
292,6
295,4
296,2
297,3
298,5
299,5
