counter_done,agent,counter_done_max_changes,reward_game,representation,done_penalty,counter_changes,reward_experience_bonus,entropy,reward,changes_penalty,piece_penalty,discount_reward,done_bonus,is_done_success,segments,discount_rewards,rewards_sum,experience_bonus,historical,bonus_factor,counter_done_interations,entropy_map
557,,0,0.0,narrow-puzzle,,6,2.893728000000004,1.9182958340544893,2.58,,0,,0.0,True,[16 29 29 17 17 18],2.269662008923667,2.08,1.1216000000000015,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([18], dtype=int64)]}",3.188521078284832,0,0.9896469097488854
558,,0,0.0,narrow-puzzle,,6,2.894244000000004,1.7924812503605778,2.58,,0,,0.0,True,[29 17 29 29 16 10],2.269662008923667,2.08,1.1218000000000015,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([10], dtype=int64)]}",3.188521078284832,0,0.9626715710407068
559,,0,0.0,narrow-puzzle,,6,2.8947600000000038,1.4591479170272448,2.58,,0,,0.0,True,[17 16 16 29 16 17],2.269662008923667,2.08,1.1220000000000014,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([16], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9910760598382222
560,,0,0.0,narrow-puzzle,,6,2.895276000000004,1.584962500721156,2.58,,0,,0.0,True,[17 29 39 29 39 17],2.269662008923667,2.08,1.1222000000000014,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([29], dtype=int64), array([39], dtype=int64), array([29], dtype=int64), array([39], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9828586897127056
561,,0,0.0,narrow-puzzle,,6,2.8957920000000037,1.584962500721156,2.58,,0,,0.0,True,[17 29 17 29 16 16],2.269662008923667,2.08,1.1224000000000014,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([16], dtype=int64)]}",3.188521078284832,0,0.9881108365218301
562,,0,0.0,narrow-puzzle,,6,2.8963080000000034,1.9182958340544896,2.58,,0,,0.0,True,[39 17 16 17 29 29],2.269662008923667,2.08,1.1226000000000014,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([39], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9856057373450678
563,,0,0.0,narrow-puzzle,,6,2.896824000000004,1.4591479170272448,2.58,,0,,0.0,True,[17 17 17 29 18 29],2.269662008923667,2.08,1.1228000000000016,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([18], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9995256892936493
564,,0,0.0,narrow-puzzle,,6,2.8973400000000042,1.2516291673878228,2.58,,0,,0.0,True,[29 29 17 29 39 29],2.269662008923667,2.08,1.1230000000000016,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([39], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9470622432515329
565,,0,0.0,narrow-puzzle,,6,2.897856000000004,2.2516291673878226,2.58,,0,,10.0,True,[24 18 18 39 16 29],2.269662008923667,2.08,1.1232000000000015,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([24], dtype=int64), array([18], dtype=int64), array([18], dtype=int64), array([39], dtype=int64), array([16], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.930586129131993
566,,0,0.0,narrow-puzzle,,6,2.898372000000004,1.4591479170272448,2.58,,0,,0.0,True,[17 17 17 16 16 29],2.269662008923667,2.08,1.1234000000000015,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([16], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9997892080780693
567,,0,0.0,narrow-puzzle,,6,2.898888000000004,1.9182958340544893,2.58,,0,,0.0,True,[29 18 17 17 18 16],2.269662008923667,2.08,1.1236000000000015,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([18], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([18], dtype=int64), array([16], dtype=int64)]}",3.188521078284832,0,0.993614428200075
568,,0,0.0,narrow-puzzle,,6,2.8994040000000036,1.9182958340544893,2.58,,0,,0.0,True,[24 29 17 18 29 17],2.269662008923667,2.08,1.1238000000000015,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([24], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([18], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9873026324188969
569,,0,0.0,narrow-puzzle,,6,2.899920000000004,1.4591479170272448,2.58,,0,,0.0,True,[16 16 17 29 29 29],2.269662008923667,2.08,1.1240000000000014,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9582831238219733
570,,0,0.0,narrow-puzzle,,6,2.9004360000000036,1.9182958340544893,2.58,,0,,0.0,True,[29 17 39 29 39 16],2.269662008923667,2.08,1.1242000000000014,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([39], dtype=int64), array([29], dtype=int64), array([39], dtype=int64), array([16], dtype=int64)]}",3.188521078284832,0,0.9552178476322735
571,,0,0.0,narrow-puzzle,,6,2.9009520000000037,0.9182958340544896,2.58,,0,,0.0,True,[17 29 17 29 29 29],2.269662008923667,2.08,1.1244000000000014,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.980892449782821
572,,0,0.0,narrow-puzzle,,6,2.9014680000000044,1.7924812503605778,2.58,,0,,0.0,True,[29 39 29 29 17 18],2.269662008923667,2.08,1.1246000000000016,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([39], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([18], dtype=int64)]}",3.188521078284832,0,0.956764490628274
573,,0,0.0,narrow-puzzle,,6,2.901984000000004,1.9182958340544893,2.58,,0,,0.0,True,[29 17 18 10 17 29],2.269662008923667,2.08,1.1248000000000016,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([18], dtype=int64), array([10], dtype=int64), array([17], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9917506060882721
574,,0,0.0,narrow-puzzle,,6,2.9025000000000043,1.9182958340544893,2.58,,0,,0.0,True,[18 29 39 29 18 17],2.269662008923667,2.08,1.1250000000000016,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([18], dtype=int64), array([29], dtype=int64), array([39], dtype=int64), array([29], dtype=int64), array([18], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9654582420495811
575,,0,0.0,narrow-puzzle,,6,2.903016000000004,1.4591479170272448,2.58,,0,,0.0,True,[29 17 29 29 17 14],2.269662008923667,2.08,1.1252000000000015,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([14], dtype=int64)]}",3.188521078284832,0,0.9896469097488854
576,,0,0.0,narrow-puzzle,,6,2.9035320000000038,1.4591479170272448,2.58,,0,,0.0,True,[29 18 18 18 29 17],2.269662008923667,2.08,1.1254000000000015,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([18], dtype=int64), array([18], dtype=int64), array([18], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9719417519338609
577,,0,0.0,narrow-puzzle,,6,2.904048000000004,1.7924812503605778,2.58,,0,,0.0,True,[18 29 29 29 16 17],2.269662008923667,2.08,1.1256000000000015,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([18], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.961236604722876
578,,0,0.0,narrow-puzzle,,6,2.9045640000000037,1.9182958340544893,2.58,,0,,0.0,True,[29 16 16 17 18 17],2.269662008923667,2.08,1.1258000000000015,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([16], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([18], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9923985003332222
579,,0,0.0,narrow-puzzle,,6,2.9050800000000043,1.9182958340544893,2.58,,0,,0.0,True,[16 17 17 29 39 29],2.269662008923667,2.08,1.1260000000000017,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([39], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9856057373450678
580,,0,0.0,narrow-puzzle,,6,2.9055960000000045,1.2516291673878228,2.58,,0,,0.0,True,[16 16 16 16 39 18],2.269662008923667,2.08,1.1262000000000016,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([16], dtype=int64), array([16], dtype=int64), array([16], dtype=int64), array([39], dtype=int64), array([18], dtype=int64)]}",3.188521078284832,0,0.9400268145666587
581,,0,0.0,narrow-puzzle,,6,2.9061120000000042,1.4591479170272446,2.58,,0,,0.0,True,[16 29 16 16 17 17],2.269662008923667,2.08,1.1264000000000016,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9910760598382222
582,,0,0.0,narrow-puzzle,,6,2.9066280000000044,1.9182958340544893,2.58,,0,,0.0,True,[17 29 16 17 29 10],2.269662008923667,2.08,1.1266000000000016,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([10], dtype=int64)]}",3.188521078284832,0,0.990374836448575
583,,0,0.0,narrow-puzzle,,6,2.907144000000004,1.9182958340544896,2.58,,0,,0.0,True,[12 16 17 29 17 29],2.269662008923667,2.08,1.1268000000000016,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([12], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9986822133734738
584,,0,0.0,narrow-puzzle,,6,2.907660000000004,1.4591479170272448,2.58,,0,,0.0,True,[17 17 29 29 16 29],2.269662008923667,2.08,1.1270000000000016,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.984716982408986
585,,0,0.0,narrow-puzzle,,6,2.908176000000004,1.7924812503605778,2.58,,0,,0.0,True,[29 17 39 29 16 29],2.269662008923667,2.08,1.1272000000000015,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([39], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9536431321552503
586,,0,0.0,narrow-puzzle,,6,2.908692000000004,1.9182958340544893,2.58,,0,,0.0,True,[29 17 18 29 17 16],2.269662008923667,2.08,1.1274000000000015,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([18], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([16], dtype=int64)]}",3.188521078284832,0,0.9896469097488854
587,,0,0.0,narrow-puzzle,,6,2.909208000000004,1.4591479170272446,2.58,,0,,0.0,True,[29 16 29 17 17 29],2.269662008923667,2.08,1.1276000000000015,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.984716982408986
588,,0,0.0,narrow-puzzle,,6,2.9097240000000046,1.2516291673878228,2.58,,0,,0.0,True,[24 17 17 17 16 17],2.269662008923667,2.08,1.1278000000000017,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([24], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9952389993710233
589,,0,0.0,narrow-puzzle,,6,2.9102400000000044,1.9182958340544893,2.58,,0,,0.0,True,[29 29 39 16 17 16],2.269662008923667,2.08,1.1280000000000017,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([29], dtype=int64), array([39], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([16], dtype=int64)]}",3.188521078284832,0,0.95977380852999
590,,0,0.0,narrow-puzzle,,6,2.910756000000004,0.6500224216483541,2.58,,0,,0.0,True,[17 29 29 29 29 29],2.269662008923667,2.08,1.1282000000000016,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9453461763331195
591,,0,0.0,narrow-puzzle,,6,2.9112720000000043,1.9182958340544893,2.58,,0,,0.0,True,[39 16 39 18 16 29],2.269662008923667,2.08,1.1284000000000016,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([39], dtype=int64), array([16], dtype=int64), array([39], dtype=int64), array([18], dtype=int64), array([16], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9266067073697131
592,,0,0.0,narrow-puzzle,,6,2.911788000000004,1.7924812503605778,2.58,,0,,0.0,True,[17 17 17 39 38 29],2.269662008923667,2.08,1.1286000000000016,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([39], dtype=int64), array([38], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9986822133734738
593,,0,0.0,narrow-puzzle,,6,2.9123040000000042,1.9182958340544893,2.58,,0,,0.0,True,[14 18 18 29 29 17],2.269662008923667,2.08,1.1288000000000016,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([14], dtype=int64), array([18], dtype=int64), array([18], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.97663491144401
594,,0,0.0,narrow-puzzle,,6,2.912820000000004,1.2516291673878228,2.58,,0,,0.0,True,[17 17 17 29 18 17],2.269662008923667,2.08,1.1290000000000016,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([18], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9947240240065337
595,,0,0.0,narrow-puzzle,,6,2.9133360000000046,1.2516291673878228,2.58,,0,,0.0,True,[39 29 17 17 17 17],2.269662008923667,2.08,1.1292000000000018,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([39], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9970338496312483
596,,0,0.0,narrow-puzzle,,6,2.9138520000000048,0.9182958340544896,2.58,,0,,0.0,True,[17 29 17 29 29 29],2.269662008923667,2.08,1.1294000000000017,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.980892449782821
597,,0,0.0,narrow-puzzle,,6,2.9143680000000045,1.7924812503605778,2.58,,0,,0.0,True,[29 16 39 29 17 29],2.269662008923667,2.08,1.1296000000000017,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([16], dtype=int64), array([39], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9536431321552503
598,,0,0.0,narrow-puzzle,,6,2.9148840000000042,2.2516291673878226,2.58,,0,,10.0,True,[17 18 29 17 39 10],2.269662008923667,2.08,1.1298000000000017,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([18], dtype=int64), array([29], dtype=int64), array([17], dtype=int64), array([39], dtype=int64), array([10], dtype=int64)]}",3.188521078284832,0,0.9923985003332222
599,,0,0.0,narrow-puzzle,,6,2.9154000000000044,1.9182958340544896,2.58,,0,,0.0,True,[39 18 17 29 29 39],2.269662008923667,2.08,1.1300000000000017,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([39], dtype=int64), array([18], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([39], dtype=int64)]}",3.188521078284832,0,0.9582831238219733
600,,0,0.0,narrow-puzzle,,6,2.915916000000004,1.9182958340544893,2.58,,0,,0.0,True,[17 29 38 17 29 24],2.269662008923667,2.08,1.1302000000000016,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([29], dtype=int64), array([38], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([24], dtype=int64)]}",3.188521078284832,0,0.9828586897127056
601,,0,0.0,narrow-puzzle,,6,2.9164320000000044,1.9182958340544893,2.58,,0,,0.0,True,[29 29 24 18 17 18],2.269662008923667,2.08,1.1304000000000016,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([29], dtype=int64), array([24], dtype=int64), array([18], dtype=int64), array([17], dtype=int64), array([18], dtype=int64)]}",3.188521078284832,0,0.9654582420495811
602,,0,0.0,narrow-puzzle,,6,2.916948000000004,1.7924812503605778,2.58,,0,,0.0,True,[17 16 29 39 29 29],2.269662008923667,2.08,1.1306000000000016,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([39], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9536431321552503
603,,0,0.0,narrow-puzzle,,6,2.9174640000000043,0.9182958340544896,2.58,,0,,0.0,True,[29 17 29 29 29 17],2.269662008923667,2.08,1.1308000000000016,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.980892449782821
604,,0,0.0,narrow-puzzle,,6,2.9179800000000045,1.4591479170272448,2.58,,0,,0.0,True,[10 10 29 29 29 17],2.269662008923667,2.08,1.1310000000000018,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([10], dtype=int64), array([10], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9668100575025925
605,,0,0.0,narrow-puzzle,,6,2.9184960000000046,1.7924812503605778,2.58,,0,,0.0,True,[18 29 16 29 39 29],2.269662008923667,2.08,1.1312000000000018,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([18], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([39], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9161442454222585
606,,0,0.0,narrow-puzzle,,6,2.9190120000000044,2.584962500721156,2.58,,0,,50.0,True,[29 18 17 24 39 14],2.269662008923667,2.08,1.1314000000000017,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([18], dtype=int64), array([17], dtype=int64), array([24], dtype=int64), array([39], dtype=int64), array([14], dtype=int64)]}",3.188521078284832,0,0.9719417519338609
607,,0,0.0,narrow-puzzle,,6,2.9195280000000046,1.9182958340544893,2.58,,0,,0.0,True,[18 18 17 16 17 29],2.269662008923667,2.08,1.1316000000000017,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([18], dtype=int64), array([18], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.993614428200075
608,,0,0.0,narrow-puzzle,,6,2.9200440000000043,1.9182958340544893,2.58,,0,,0.0,True,[39 16 39 17 29 16],2.269662008923667,2.08,1.1318000000000017,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([39], dtype=int64), array([16], dtype=int64), array([39], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([16], dtype=int64)]}",3.188521078284832,0,0.961236604722876
609,,0,0.0,narrow-puzzle,,6,2.9205600000000045,1.4591479170272448,2.58,,0,,0.0,True,[17 17 29 29 16 29],2.269662008923667,2.08,1.1320000000000017,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.984716982408986
610,,0,0.0,narrow-puzzle,,6,2.9210760000000042,1.2516291673878228,2.58,,0,,0.0,True,[29 39 29 29 29 16],2.269662008923667,2.08,1.1322000000000016,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([39], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64)]}",3.188521078284832,0,0.9026067423614912
611,,0,0.0,narrow-puzzle,,6,2.921592000000005,1.4591479170272448,2.58,,0,,0.0,True,[29 29 16 17 29 16],2.269662008923667,2.08,1.1324000000000018,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([16], dtype=int64)]}",3.188521078284832,0,0.9582831238219733
612,,0,0.0,narrow-puzzle,,6,2.9221080000000046,1.4591479170272448,2.58,,0,,0.0,True,[16 29 16 29 29 17],2.269662008923667,2.08,1.1326000000000018,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([16], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9582831238219733
613,,0,0.0,narrow-puzzle,,6,2.9226240000000048,1.4591479170272448,2.58,,0,,0.0,True,[29 17 17 16 29 17],2.269662008923667,2.08,1.1328000000000018,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([29], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9991567090571561
614,,0,0.0,narrow-puzzle,,6,2.9231400000000045,1.584962500721156,2.58,,0,,0.0,True,[17 16 29 29 16 17],2.269662008923667,2.08,1.1330000000000018,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([16], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9881108365218301
615,,0,0.0,narrow-puzzle,,6,2.9236560000000047,1.7924812503605778,2.58,,0,,0.0,True,[17 16 39 17 29 17],2.269662008923667,2.08,1.1332000000000018,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([16], dtype=int64), array([39], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([17], dtype=int64)]}",3.188521078284832,0,0.9993543848687498
616,,0,0.0,narrow-puzzle,,6,2.9241720000000044,1.2516291673878228,2.58,,0,,0.0,True,[14 17 17 17 17 18],2.269662008923667,2.08,1.1334000000000017,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([14], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([17], dtype=int64), array([18], dtype=int64)]}",3.188521078284832,0,0.9881108365218301
617,,0,0.0,narrow-puzzle,,6,2.9246880000000046,1.4591479170272448,2.58,,0,,0.0,True,[17 17 29 29 16 29],2.269662008923667,2.08,1.1336000000000017,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([17], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.984716982408986
618,,0,3.0,narrow-puzzle,,7,2.9252040000000044,1.7924812503605778,2.58,,0,,0.0,True,[29 14 29 39 17 29],2.208827476143797,1.98,1.1338000000000017,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([37], dtype=int64), array([14], dtype=int64), array([29], dtype=int64), array([39], dtype=int64), array([17], dtype=int64), array([29], dtype=int64), array([29], dtype=int64)]}",2.951996902824546,0,0.9626715710407068
619,,0,0.0,narrow-puzzle,,6,2.9257200000000045,1.4591479170272448,2.58,,0,,0.0,True,[18 18 29 29 16 29],2.269662008923667,2.08,1.1340000000000017,"{'rewards': [-0.1, -0.1, -0.1, -0.1, -0.1, 2.58], 'action': [array([18], dtype=int64), array([18], dtype=int64), array([29], dtype=int64), array([29], dtype=int64), array([16], dtype=int64), array([29], dtype=int64)]}",3.188521078284832,0,0.9266067073697131
